Number Of Reviews',Reviewer Name,Location,Review Date,Review Title,Review Text,Date Of Experience,Star Rating,Response Date,Response Text,Bakery Name,Overall Rating
5 reviews,Meg,GB,15-Jan-24,The pies are really delicious,The pies are really delicious. Well filled and tasty pastry.,Date of experience: 03 January 2024,Rated 5 out of 5 stars,,,mumanddadskitchen.co.uk,4.9
5 reviews,Rachel,GB,16-Jun-20,Really delicious gluten free food,Really delicious gluten free food. The pies and millionaires shortbreads are absolutely delicious ??,Date of experience: 16 June 2020,Rated 5 out of 5 stars,16-Jun-20,Thank you for your lovely review! We value your feedback...,mumanddadskitchen.co.uk,4.9
1 review,Jelly,GB,04-Sep-20,Lovely pies,"Lovely pies, as described, great service",Date of experience: 04 September 2020,Rated 5 out of 5 stars,04-Sep-20,"Thank you for the review, at MAD K we are passionate about pies! Making sure that we sell exactly as described is our main focus; jam packed, crispy pastry casings that leave you satisfied! ??",mumanddadskitchen.co.uk,4.9
5 reviews,Andrew Mcleod,GB,22-Jan-22,Best gluten-free pies I’ve ever tasted.,,Date of experience: 22 January 2022,Rated 5 out of 5 stars,,,mumanddadskitchen.co.uk,4.9
1 review,Dai Boat,GB,17-Oct-22,Fantastic pies,Fantastic pies. Will buy again.,Date of experience: 01 October 2022,Rated 5 out of 5 stars,,,mumanddadskitchen.co.uk,4.9
4 reviews,Robert  Eaton,GB,13-Sep-21,Cannot fault anything.,"Excellent customer support, the pies are absolutely delicious, tasty, tender filling and the pastry is particularly flavoursome.",Date of experience: 13 September 2021,Rated 5 out of 5 stars,10-Oct-21,Thank you!,mumanddadskitchen.co.uk,4.9
4 reviews,Simon Bower,GB,10-May-22,Still tasting my order,Still tasting my order.  Good so far,Date of experience: 10 May 2022,Rated 4 out of 5 stars,,,mumanddadskitchen.co.uk,4.9
23 reviews,fred dickens,GB,23-May-22,Excellent product really enjoyed pies,,Date of experience: 23 May 2022,Rated 5 out of 5 stars,,,mumanddadskitchen.co.uk,4.9
6 reviews,Tina,GB,04-Jan-22,Fantastic pies and cakes..,Fantastic pies and cakes... best we have ever tasted.,Date of experience: 04 January 2022,Rated 5 out of 5 stars,,,mumanddadskitchen.co.uk,4.9
2 reviews,Catherine Cliff,GB,03-Sep-20,Wonderful pies,Wonderful pies! Thank you,Date of experience: 03 September 2020,Rated 5 out of 5 stars,04-Sep-20,Thank you for the feedback! It’s much appreciated! ??,mumanddadskitchen.co.uk,4.9
4 reviews,Clare,GB,28-Mar-21,Delicious,Delicious - the pastry is amazing!!!,Date of experience: 28 March 2021,Rated 5 out of 5 stars,11-Apr-21,Thank you so much Clare- just what we want to hear!,mumanddadskitchen.co.uk,4.9
2 reviews,Katie Rowe,GB,16-Jun-20,Absolutely delicious pies,"Absolutely delicious pies, promptly delivered by the friendly owners. Definitely recommend.",Date of experience: 16 June 2020,Rated 5 out of 5 stars,16-Jun-20,We love happy customers! Thank you for the review!,mumanddadskitchen.co.uk,4.9
2 reviews,Karyn,GB,12-Sep-20,"Best gf pies,cakes and sausage rolls…","Best gf pies,cakes and sausage rolls you can buy.",Date of experience: 12 September 2020,Rated 5 out of 5 stars,14-Sep-20,Thank you for the review!So happy you love our products! :),mumanddadskitchen.co.uk,4.9
4 reviews,Deborah Beech,GB,04-Jun-20,Wonderful pies,Wonderful pies. Highly recommend this family company excellent service. All very professional,Date of experience: 04 June 2020,Rated 5 out of 5 stars,06-Jun-20,Thank you for your review it really helps us let people know about our products.  We are reallly pleased that you like our pies!,mumanddadskitchen.co.uk,4.9
3 reviews,Colin Eames,GB,11-Mar-22,Beautiful pies and would recommend to…,Beautiful pies and would recommend to anyone.,Date of experience: 11 March 2022,Rated 5 out of 5 stars,,,mumanddadskitchen.co.uk,4.9
3 reviews,Peter Arnold,GB,07-Jul-24,Fantastic products,,Date of experience: 30 June 2024,Rated 5 out of 5 stars,,,mumanddadskitchen.co.uk,4.9
10 reviews,David L,GB,31-Jan-24,Really good pies,"Really good pies. Pastry is great, filling lovely.",Date of experience: 24 January 2024,Rated 5 out of 5 stars,,,mumanddadskitchen.co.uk,4.9
2 reviews,April Booker,GB,25-Sep-22,Beautiful gluten free products,Beautiful gluten free products throughly recommend,Date of experience: 23 September 2022,Rated 5 out of 5 stars,,,mumanddadskitchen.co.uk,4.9
1 review,peter harris,GB,14-Dec-21,Great pies & good service,,Date of experience: 14 December 2021,Rated 5 out of 5 stars,,,mumanddadskitchen.co.uk,4.9
4 reviews,Keith,GB,25-May-23,Excellent products and services,,Date of experience: 16 May 2023,Rated 5 out of 5 stars,,,mumanddadskitchen.co.uk,4.9
3 reviews,Lewis Dellar,GB,06-Jun-20,Great taste and quality,,Date of experience: 06 June 2020,Rated 5 out of 5 stars,10-Jun-20,Thank you for your review!,mumanddadskitchen.co.uk,4.9
14 reviews,Mark B,GB,21-Apr-22,5 stars,"As always, prompt delivery and excellent quality",Date of experience: 21 April 2022,Rated 5 out of 5 stars,,,mumanddadskitchen.co.uk,4.9
14 reviews,William,GB,17-Mar-21,They are very tasty guys love them a lot,,Date of experience: 17 March 2021,Rated 5 out of 5 stars,27-Mar-21,Thank you! We love getting positive feed back!,mumanddadskitchen.co.uk,4.9
5 reviews,Christine Waterman,US,05-Nov-21,Superb service and delicious pies,,Date of experience: 05 November 2021,Rated 5 out of 5 stars,,,mumanddadskitchen.co.uk,4.9
1 review,Rachael Neal,GB,07-Mar-22,Excellent service,Excellent service. Good communication. Scrummy  pies. Thankyou.,Date of experience: 07 March 2022,Rated 5 out of 5 stars,,,mumanddadskitchen.co.uk,4.9
29 reviews,.stephanie,GB,26-Jul-22,One of the best pastries I have tasted,,Date of experience: 26 July 2022,Rated 5 out of 5 stars,,,mumanddadskitchen.co.uk,4.9
2 reviews,Mel,GB,07-Oct-22,Very friendly team,"Very friendly team. Lovely, tasty food.",Date of experience: 30 September 2022,Rated 5 out of 5 stars,,,mumanddadskitchen.co.uk,4.9
7 reviews,Paul Dore,GB,02-Jun-23,Fast delivery fantastic pies.,,Date of experience: 25 May 2023,Rated 5 out of 5 stars,,,mumanddadskitchen.co.uk,4.9
3 reviews,Gary Kay,GB,16-Mar-21,excellent service and would recommend,,Date of experience: 16 March 2021,Rated 5 out of 5 stars,27-Mar-21,Thank you!,mumanddadskitchen.co.uk,4.9
3 reviews,ASki,GB,23-Nov-22,Excellent pies,"Excellent pies, speedy delivery!",Date of experience: 17 November 2022,Rated 5 out of 5 stars,,,mumanddadskitchen.co.uk,4.9
5 reviews,Mr Nicholas Searle,GB,16-Jan-23,Fantastic pies!,,Date of experience: 13 January 2023,Rated 5 out of 5 stars,,,mumanddadskitchen.co.uk,4.9
10 reviews,WatsonD,GB,23-Mar-23,????????,Awesomeee ??????,Date of experience: 23 March 2023,Rated 5 out of 5 stars,,,mumanddadskitchen.co.uk,4.9
2 reviews,stefanie Harrison,GB,04-Jul-24,The most amazing cookies,"The most amazing cookies! I’ve not had one I didn’t like- they are just soooo good! Absolutely recommend the half and half NYC cookie, the birthday frosting cookie and the cinnamon frosted cookie!! Oh and the pistachio cookie slice was heavenly! Basically just try them all, you won’t be disappointed!",Date of experience: 28 June 2024,Rated 5 out of 5 stars,,,Dunk Cookies Ltd,4.9
3 reviews,Kita,GB,04-Jul-24,The quality of everything from dunk…,The quality of everything from dunk cookies is  insane. From the cookies to the dips to the brownie type products. Everything you can tell has had so much thought into making and the flavours are incredible. Annabelle and the team pull out all the stops and make sure everything feels personal. They listen to what people want on the socials and are always engaging too.  I have bought over the years and will continue to. Thank you guys for all your effort and beautiful tasting products.,Date of experience: 21 June 2024,Rated 5 out of 5 stars,,,Dunk Cookies Ltd,4.9
4 reviews,Jade,GB,04-Jul-24,"Buy now, you won’t regret it!","I found dunk in lockdown and have bought a number of items from them since. I have ordered themed boxes as well as orders where I’ve chose the items and have never been disappointed. The dips are what keep me coming back, they taste great. I order for special occasions mostly and people always say how good the items are! I like following the team on Instagram too and it is great to be supporting a small business.",Date of experience: 04 July 2024,Rated 5 out of 5 stars,,,Dunk Cookies Ltd,4.9
11 reviews,Danielle,GB,04-Jul-24,Absolutely love Dunk Cookies,"Absolutely love Dunk Cookies, I always look forward to seeing what's new, love the creativity and heart that goes into every flavour created. Love a mystery box too.",Date of experience: 15 April 2024,Rated 5 out of 5 stars,,,Dunk Cookies Ltd,4.9
5 reviews,Adele Stocker,GB,04-Jul-24,A must try for cookie lovers,My go to for a pick me up or celebration! I have been supporting Dunk Cookies for over 5 years now and the quality is just unmatched! I could pick Dunk from a selection of 1000's cookies because they are just THAT GOOD!,Date of experience: 01 May 2024,Rated 5 out of 5 stars,,,Dunk Cookies Ltd,4.9
1 review,Consumer,GB,04-Jul-24,Always a 10/10 experience,"Always a 10/10 experience, doesn’t matter what I order!! It’s always fantastic, Annabelle really changed the cookie world with her insane dips!",Date of experience: 03 June 2024,Rated 5 out of 5 stars,,,Dunk Cookies Ltd,4.9
6 reviews,Customer,GB,04-Jul-24,Multiple orders,"Multiple orders, always absolutely delicious and well worth trying!",Date of experience: 04 July 2024,Rated 5 out of 5 stars,,,Dunk Cookies Ltd,4.9
6 reviews,Natalie Fairweather,GB,22-Feb-24,Dunk Cookies are absolutely amazing!,"Dunk Cookies are absolutely amazing!!

I'm one of those people who love to support small and firmly believe in sweet treats regularly for myself and as gifts, Dunk is perfect for this! They are brilliantly unique but also there's something to suit everyone's tastes. The cookies are always cooked to perfection and each dip I've tried has been delicious",Date of experience: 04 December 2023,Rated 5 out of 5 stars,22-Feb-24,"Hi Natalie, Thank you so much for such a lovely review! I am so pleased you love our goodies ??",Dunk Cookies Ltd,4.9
6 reviews,Karen,GB,23-Apr-24,Amazing!!!,Oh my life...  you never disappoint Dunk Cookies.  I have tried so many of your products and you just keep getting better.Picked up a sharing platter for a birthday at work and treated myself to the Caramel exploding egg cookie.  Got home and thought I'll just have a bite.... but one bite is never enough.... 5 minutes later that enormous cookie was gone.,Date of experience: 23 April 2024,Rated 5 out of 5 stars,,,Dunk Cookies Ltd,4.9
1 review,Lou Dutton,GB,01-Nov-23,Marvellous wonderful Dunk Cookies  #5511274594592,"OMG Dunk Cookies are amazing ?? you will not be disappointed they are a taste tingling sensation with each and every bite!

Halloween themed cookies and treats were amazing from a witch’s cauldron cookie brownie creation to a candy stuffed bursting cookie these were delicious ??

Definitely my go to place for cookies for life lol ??

Hats ?? off to everyone at Dunk Cookies for such joy you bring in your baked goods. Just can’t get enough definitely turned into a Dunk Cookie Monster in this household.",Date of experience: 27 October 2023,Rated 5 out of 5 stars,,,Dunk Cookies Ltd,4.9
1 review,Charlotte,GB,21-Feb-24,Oh my goodness where do I start!!,"Oh my goodness where do I start, I've never had a bad experience with the company and these cookies are amazing! Perfect for when hosting or just eating them all to myself!! I took some of the cookies over to America and they survived and everyone raved about them!
I love that I can collect now too!! Always a positive experience cannot fault at all.",Date of experience: 21 February 2024,Rated 5 out of 5 stars,,,Dunk Cookies Ltd,4.9
3 reviews,Primrose Jane Reid,GB,09-Jan-24,"#5591322951968, ORDER YOURS NOW!","Annabelle (and her awesome team) have created a wonderful company out of passion and determination. The cookie creations are phenomenal! My favourite has to be the original vanilla cookies with the queen bee dip, (Christmas time it's the white Toblerone). I have made my family fall in love with Dunk and I drive my partner mad, moaning about how much (and often) I fancy a Dunk treat. If you want an independent, cookie magical, mouth drawling, mind blowing treat- Annabelle, her amazing team and Dunk cookies is the place to go. Order now! You will not regrett it, I promise.",Date of experience: 09 January 2024,Rated 5 out of 5 stars,,,Dunk Cookies Ltd,4.9
9 reviews,Rebecca,GB,28-Nov-23,Tasty cookie goodness (#5542169575712),"I’ve followed Dunk Cookies since almost the very beginning, and have never been disappointed with my buys!
Such tasty cookies and dips, as well as in recent years the expanding offer of awesome bakes available.
I can’t wait for my Christmas box, and cheeky extra order today to arrive… haven’t decided yet if I’ll share with my husband or not!!",Date of experience: 28 November 2023,Rated 5 out of 5 stars,,,Dunk Cookies Ltd,4.9
4 reviews,Julie Harwood,GB,31-Jan-24,The best cookies you'll ever eat.,"I've had multiple orders from Dunk now and every single one has been perfect.
The Bakewell cookies are quite literally the best thing I have ever eaten. The dips are so moreish.
You can tell the dedication Annabelle and her team put into every single item.",Date of experience: 31 January 2024,Rated 5 out of 5 stars,,,Dunk Cookies Ltd,4.9
5 reviews,JellybeanQueen,GB,01-Feb-24,Absolutely amazing,I received everything quickly and in good condition. I brought new ones this time and I loved them all. The flavours are always amazing and the size makes them well worth the money. They always look amazing as well as tasting amazing too. My favourite are the Cherry Bakewell. I highly recommend buying from this seller. Everything comes in perfect condition which is unusual for cookies as they usually are smashed up in postal orders. These are big and thick so they don’t just  crumble into powder. I usually pull them apart in to smaller pieces and every bite is delicious.,Date of experience: 25 January 2024,Rated 5 out of 5 stars,,,Dunk Cookies Ltd,4.9
