Bakery Name,Overall Rating,Review Date,Location,Review Text,Reviewer Name,Star Rating
Ho's Bakery,4.1,27-Aug-10,Manchester,"Great food, great people - friendly and helpful. The cakes are awesome! Every year for my girlfriend's birthday I order a cake without fail.",Qype User (tin_la…),5 star rating
Ho's Bakery,4.1,23-Jan-11,"Salford, Greater Manchester","If I am near Ho's I cannot walk past I have to go in and buy egg tarts, pork buns and anything else that takes my fancy.the Best bubble tea in Manchester, Can sometimes be busy but well worth the wait. if its busy inside its lovely to walk around china town.",Qype User (GeneGe…),5 star rating
Ho's Bakery,4.1,25-May-11,Manchester,"found Ho by chance. on a rainy cold sunday i was in manchester to support a friend in the manchester 10km. after sending him on his way i needed a hot drink and a snack. found Ho, good selection of snacks, sweet and savoury...two cups of coffee and a pork roll. good fresh food and friendly staff.  recommend this place.",Qype User (bozbu…),4 star rating
Ho's Bakery,4.1,13-Aug-11,Manchester,"Amazing staff  always happy to talk about the food and other things, food is also amazing  all freshly baked. Been going here since I was young and I still love it today! I usually grab something light to eat in here before concerts in manchester and I just love sitting in there with something to eat!",Qype User (Tile…),5 star rating
Ho's Bakery,4.1,30-Sep-09,Manchester,"nice staff, nice food (though overpriced dumplings, sadly) if you have a sweet tooth, come here often. also nice for a quick snack.",Qype User (tsukak…),3 star rating
Ho's Bakery,4.1,,,,,
Ho's Bakery,4.1,,,,,
Ho's Bakery,4.1,,,,,
Ho's Bakery,4.1,,,,,
Ho's Bakery,4.1,,,,,
Ho's Bakery,4.1,01-Apr-10,"Birkenhead, Merseyside","Definitely my favourite bakery in Manchester Chinatown.

We always buy our pastries/cakes from here. We used to get birthday cakes made from here too but we chose Wong Wong's for that now as they do the mango birthday cake. From what I can tell Ho's does not make that particular style.
There fried bread sticks are very yummy, well all the cakes are from Ho's.

We once arrived early just as they opened and had the chance to eat some of the buns while they were still warm. Absolutely delicious!

I agree with the one of the other yelper's who said they rush you while you are ordering. It just means I always forget to order that extra bun I wanted to try, which isn't such a bad thing for my hips.",Sam S.,5 star rating
Ho's Bakery,4.1,08-Jun-18,"Tempe, United States","One of the reasons why I gained so much weight is because of the sweets, and carbs! Yes, it's true, I have to admit. I'm a carbaholic! Places like Ho's Bakery doesn't help because they have fabulous Asian pastries. My friend Marvin brought me here, and we bought major carbs for our trip back to the U.S. Small bakery shop, old fashion, but best egg custard in Manchester,",Michael F.,4 star rating
Ho's Bakery,4.1,19-Jul-15,"Lawrence, United States","You're going to walk right by Ho's Bakery. Easy to miss, you're probably not going to stop, you probably think it looks like a place you don't want to frequent. Sometimes it's hard to walk through that door for the first time. Mistake. Walk right in because the food is first rate (comparing it to Chinatown in NYC and Flushing, NY, great locations). Dumpy, a little messy, nothing fancy, but their food... spectacular. Simple goods, prepared exceptionally well and with a smile. If I lived here this would be a routine place to stop in on occasion, one of those great little finds that makes you happy. I found the people working here to have a great attitude and that goes a long well in addition to their skills as bakers.",Scott T.,4 star rating
Ho's Bakery,4.1,22-Oct-09,,"Roll up to Ho's Bakery in Chinatown for good quality Chinese buns to take out. There's another one in Manchester and one in Leeds - is Ho soon to take the country by storm? Maybe. One bun at a time.

This little bakery tucked into an old arched building has nothing but freshly baked goodies (a few savoury snacks too like pasties) and for that we love them.

I've never tried the bubble tea myself but friends have raved about it - they have all different flavours so it is definitely on my to do list. But I can tell you that their cakes with cream, fresh fruit, things like that are so so delicious.

The prices, whilst steeper than a donut in Greggs, are still pretty good for what you are getting so don't let this put you off.",Sophie C.,3 star rating
Ho's Bakery,4.1,03-Jun-14,Manchester,"The coconut tart!

A cake layer beneath a macaroon style coconut mound cased in beautiful pastry with a cherry on top. All for 60p.

You can find them in the far end of the huge cabinet that divides the bakery. Behind the scenes you can see all the goings-on and how fresh some of the treats are.

There's a pin board full of occasion cakes that they've made. I can imagine they would taste of pure sugar - just as sweet as the messages piped on to them.

I'd say this was your place for sweet. Admittedly, I rarely stray from my beloved coconut tart - when you're on to a good thing it's hard to go here for anything else.",Hannah R.,4 star rating
Ho's Bakery,4.1,16-Apr-16,"Worsley, Greater Manchester","Excellent selection of buns & pasties at Ho's Bakery. Interior could do with a freshen up (is starting to look the wrong side of shabby now which takes a lot for me to admit as I don't usually give two hoots!) but the staff are really nice & are happy to explain to you what the fillings are if you are unsure. The prices are excellent - today I picked up a peanut butter bun, a beef satay pasty & a mini custard bun for just £3.20. Custard buns are my favourite - fluffy cloud of 'softer than brioche' bun with a thick sweet custard centre...wish I'd plumped for the 3 for £1.40 deal...but I was making an effort to be restrained today!

Their main competition is Wong Wongs bakery down the road...if you get the chance, try them both as they both share an excellent reputation...WW simply benefits from later opening times (pudding post Cantonese feast) & a fresher interior.",Laura J.,4 star rating
Ho's Bakery,4.1,24-Jul-15,Manchester,"Bought Wong Wong's Chestnut Swiss Roll before, just wanna try Ho's Pandan flavor. A little bit cheaper than Wong Wong.",Rina X.,3 star rating
Ho's Bakery,4.1,07-Nov-11,Manchester,"I'm not a regular customer here, so my three star rating stands to say that HO's still seems to me like an A-OK establishment.

However, after lunch at nearby Yuzu, I popped into Hos for a couple of sweet bean balls for dessert. Sorry Ho's, but I wasn't impressed and quite a lot of it ended up in the trash can as I made my way to Wong Wong Bakery for a replacement. I think Ho's were 50p for a larger ball than Wong Wong's, but more was definitely less in this case - not as much bean filling, plus unappetising cotton wool-texture pastry with none of the leathery crispness of Wong Wong's equivalent. See my companion Wong Wong update with cross-sectional photo for a better sweet bean ball!",William G.,3 star rating
Ho's Bakery,4.1,16-Feb-12,Failsworth,"I think Chinese Bakeries are my new ""average love"". Meaning I love going in them even though the stuff isn't great.
After a disappointing experience at a certain tea room in the gay village, we wandered over to China town for a few baked (or fried) treats.
We started with a spring onion fritter which was fab, super greasy and oniony - just what I wanted! And a bubble tea - can someone please explain to me what the hell the ""bubbles"" are? Then followed by a bag of three for £1.20 mini custard tarts (bad), honey bun (a-ok) and a mini custard bun (sooper dooper)!
I think in terms of first impressions of the shop Wong's wins by a mile. The stuff looks nicer in Wongs than in Ho's but the taste is pretty much the same for what I have sampled so far.
Anyway, it makes a great change from the normal butty dinner.",Grace R.,4 star rating
